time,intensity
0.032999999999996366,[-24.08477657]
0.040999999999996366,[-12.33739459]
0.048999999999996366,[-5.86545911]
0.056999999999996366,[-2.42253418]
0.06499999999999637,[-0.6286749]
0.07299999999999637,[0.13760688]
0.08099999999999637,[0.90581769]
0.08899999999999636,[1.46741445]
0.09699999999999637,[1.08538405]
0.10499999999999637,[0.38122548]
0.11299999999999637,[0.12439918]
0.12099999999999636,[0.11947817]
0.12899999999999637,[0.1062714]
0.13699999999999637,[0.99852192]
0.14499999999999635,[4.84924231]
0.15299999999999636,[9.08883821]
0.16099999999999637,[18.32643474]
0.16899999999999638,[24.74792484]
0.17699999999999638,[27.25045492]
0.18499999999999636,[27.17456166]
0.19299999999999637,[27.83843616]
0.20099999999999638,[28.83302525]
0.20899999999999636,[29.76728293]
0.21699999999999636,[29.51377605]
0.22499999999999637,[26.77046828]
0.23299999999999638,[23.15493169]
0.24099999999999638,[19.41662682]
0.24899999999999636,[15.15941669]
0.25699999999999634,[11.3091535]
0.26499999999999635,[7.07699831]
0.27299999999999636,[4.23667548]
0.28099999999999636,[5.36115192]
0.28899999999999637,[10.62429318]
0.2969999999999964,[14.21883662]
0.3049999999999964,[14.36988911]
0.3129999999999964,[11.54213783]
0.3209999999999964,[8.58956335]
0.32899999999999635,[8.93387068]
0.33699999999999636,[8.6294139]
0.34499999999999637,[6.69500891]
0.35299999999999637,[5.49550672]
0.3609999999999964,[5.07932777]
0.3689999999999964,[4.61628139]
0.3769999999999964,[4.28045737]
0.38499999999999635,[3.36686749]
0.39299999999999635,[2.34449528]
0.40099999999999636,[1.29610931]
0.40899999999999637,[0.72197668]
0.4169999999999964,[0.85888135]
0.4249999999999964,[1.00408862]
0.4329999999999964,[1.53566075]
0.4409999999999964,[2.91731713]
0.4489999999999964,[3.46281879]
0.45699999999999635,[11.23473403]
0.46499999999999636,[18.1660514]
0.47299999999999637,[22.05309622]
0.4809999999999964,[23.13796351]
0.4889999999999964,[22.39449278]
0.4969999999999964,[20.41179362]
0.5049999999999963,[17.95867666]
0.5129999999999963,[16.81282006]
0.5209999999999964,[16.3501241]
0.5289999999999964,[18.06434602]
0.5369999999999964,[23.27458049]
0.5449999999999964,[29.22193823]
0.5529999999999964,[33.10943653]
0.5609999999999964,[34.26390708]
0.5689999999999964,[32.01472313]
0.5769999999999964,[26.46841816]
0.5849999999999964,[20.88174376]
0.5929999999999964,[17.40013414]
0.6009999999999964,[15.86526504]
0.6089999999999964,[13.96527982]
0.6169999999999963,[11.61745394]
0.6249999999999963,[15.97435206]
0.6329999999999963,[21.50536815]
0.6409999999999964,[24.07385072]
0.6489999999999964,[23.46086982]
0.6569999999999964,[20.91682818]
0.6649999999999964,[19.96289111]
0.6729999999999964,[20.43573241]
0.6809999999999964,[20.53979438]
0.6889999999999964,[21.07743402]
0.6969999999999964,[21.24716599]
0.7049999999999964,[19.83804367]
0.7129999999999964,[17.60254455]
0.7209999999999964,[14.82156778]
0.7289999999999964,[11.90469092]
0.7369999999999963,[9.72913708]
0.7449999999999963,[7.76938052]
0.7529999999999963,[6.13877098]
0.7609999999999963,[5.3825338]
0.7689999999999964,[5.70789747]
0.7769999999999964,[4.99756413]
0.7849999999999964,[3.15708863]
0.7929999999999964,[2.54779812]
0.8009999999999964,[2.3209876]
0.8089999999999964,[1.45763136]
0.8169999999999964,[0.7740765]
0.8249999999999964,[0.57171905]
0.8329999999999964,[0.67988965]
0.8409999999999964,[0.73111087]
0.8489999999999964,[0.58295932]
0.8569999999999964,[0.69371028]
0.8649999999999964,[1.45608956]
0.8729999999999963,[2.81690946]
0.8809999999999963,[2.91191869]
0.8889999999999963,[2.0176533]
0.8969999999999964,[1.61701464]
0.9049999999999964,[1.03938661]
0.9129999999999964,[1.05711944]
0.9209999999999964,[2.07963741]
0.9289999999999964,[2.32063495]
0.9369999999999964,[1.3071543]
0.9449999999999964,[0.8588034]
0.9529999999999964,[0.76761303]
0.9609999999999964,[0.46314799]
0.9689999999999964,[0.48864352]
0.9769999999999964,[0.72881156]
0.9849999999999964,[1.04382283]
0.9929999999999963,[1.95682122]
1.0009999999999963,[2.39963159]
1.0089999999999963,[1.66746321]
1.0169999999999964,[1.09821666]
1.0249999999999964,[1.93057714]
1.0329999999999964,[2.0668095]
1.0409999999999964,[1.57962784]
1.0489999999999964,[1.44430133]
1.0569999999999964,[1.04631203]
1.0649999999999964,[0.84976322]
1.0729999999999964,[0.72161415]
1.0809999999999964,[0.63448946]
1.0889999999999964,[0.17149981]
1.0969999999999964,[0.09508375]
1.1049999999999964,[1.12793405]
1.1129999999999964,[1.5066259]
1.1209999999999964,[0.48812677]
1.1289999999999965,[-0.19037998]
1.1369999999999965,[0.48572549]
1.1449999999999965,[0.89770755]
1.1529999999999965,[0.92678094]
1.1609999999999965,[1.14288003]
1.1689999999999965,[1.40106056]
1.1769999999999965,[2.01564273]
1.1849999999999965,[2.0711281]
1.1929999999999963,[1.4882057]
1.2009999999999963,[1.23947839]
1.2089999999999963,[0.98850449]
1.2169999999999963,[1.30543677]
1.2249999999999963,[1.84812886]
1.2329999999999963,[1.76203307]
1.2409999999999963,[1.54626083]
