time,intensity
0.032999999999996366,[-24.08477657]
0.040999999999996366,[-12.33739459]
0.048999999999996366,[-5.86545911]
0.056999999999996366,[-2.42253418]
0.06499999999999637,[-0.6286749]
0.07299999999999637,[0.13760688]
0.08099999999999637,[0.90581769]
0.08899999999999636,[1.46741445]
0.09699999999999637,[1.08550223]
0.10499999999999637,[0.38330256]
0.11299999999999637,[0.11346408]
0.12099999999999636,[0.04068542]
0.12899999999999637,[-0.09260559]
0.13699999999999637,[0.54161743]
0.14499999999999635,[1.47434902]
0.15299999999999636,[3.95368404]
0.16099999999999637,[11.51683166]
0.16899999999999638,[17.74650335]
0.17699999999999638,[21.0831433]
0.18499999999999636,[22.54502973]
0.19299999999999637,[23.14798838]
0.20099999999999638,[23.37779542]
0.20899999999999636,[22.80406668]
0.21699999999999636,[20.47079928]
0.22499999999999637,[17.94786253]
0.23299999999999638,[17.85706557]
0.24099999999999638,[17.20932555]
0.24899999999999636,[14.88199667]
0.25699999999999634,[11.79333865]
0.26499999999999635,[8.65713227]
0.27299999999999636,[6.60330154]
0.28099999999999636,[4.96505096]
0.28899999999999637,[5.38826435]
0.2969999999999964,[8.55969783]
0.3049999999999964,[10.78172334]
0.3129999999999964,[10.80236696]
0.3209999999999964,[8.41464877]
0.32899999999999635,[5.76996827]
0.33699999999999636,[6.07241885]
0.34499999999999637,[6.84170687]
0.35299999999999637,[6.3297174]
0.3609999999999964,[5.24549755]
0.3689999999999964,[4.42616395]
0.3769999999999964,[4.09992669]
0.38499999999999635,[3.51951185]
0.39299999999999635,[2.62224519]
0.40099999999999636,[1.72536571]
0.40899999999999637,[0.98904622]
0.4169999999999964,[0.18004189]
0.4249999999999964,[0.03549175]
0.4329999999999964,[0.95757041]
0.4409999999999964,[1.27047042]
0.4489999999999964,[0.50234913]
0.45699999999999635,[0.32704312]
0.46499999999999636,[1.38090903]
0.47299999999999637,[3.55716307]
0.4809999999999964,[5.20833199]
0.4889999999999964,[4.71155607]
0.4969999999999964,[3.06954028]
0.5049999999999963,[3.05039052]
0.5129999999999963,[3.50514851]
0.5209999999999964,[3.16275161]
0.5289999999999964,[2.81411122]
0.5369999999999964,[3.21576967]
0.5449999999999964,[3.26320328]
0.5529999999999964,[2.08514825]
0.5609999999999964,[1.16909121]
0.5689999999999964,[1.58586219]
0.5769999999999964,[2.18810808]
0.5849999999999964,[1.5692629]
0.5929999999999964,[0.93475654]
0.6009999999999964,[1.54771142]
0.6089999999999964,[1.32945119]
0.6169999999999963,[0.31705765]
0.6249999999999963,[0.40952765]
0.6329999999999963,[1.01903951]
0.6409999999999964,[0.98966349]
0.6489999999999964,[1.32613256]
0.6569999999999964,[1.33087619]
0.6649999999999964,[0.35579264]
0.6729999999999964,[0.80869641]
0.6809999999999964,[1.49824815]
0.6889999999999964,[1.5641604]
0.6969999999999964,[1.02061998]
0.7049999999999964,[0.53653229]
0.7129999999999964,[1.3268067]
0.7209999999999964,[1.82968391]
0.7289999999999964,[2.31236617]
0.7369999999999963,[5.25935038]
0.7449999999999963,[11.50028734]
0.7529999999999963,[15.3797626]
0.7609999999999963,[15.46964411]
0.7689999999999964,[13.58009039]
0.7769999999999964,[13.53916067]
0.7849999999999964,[21.68342025]
0.7929999999999964,[28.80488521]
0.8009999999999964,[31.32001384]
0.8089999999999964,[29.44990751]
0.8169999999999964,[24.15357211]
0.8249999999999964,[18.72248335]
0.8329999999999964,[15.42227922]
0.8409999999999964,[14.597662]
0.8489999999999964,[15.86311469]
0.8569999999999964,[16.80613573]
0.8649999999999964,[15.32510869]
0.8729999999999963,[12.37172445]
0.8809999999999963,[10.9730633]
0.8889999999999963,[10.15642531]
0.8969999999999964,[10.21661164]
0.9049999999999964,[10.19691001]
0.9129999999999964,[9.05280672]
0.9209999999999964,[8.01153282]
0.9289999999999964,[6.89309056]
0.9369999999999964,[3.9915464]
0.9449999999999964,[2.85974005]
0.9529999999999964,[5.89763245]
0.9609999999999964,[9.08415827]
0.9689999999999964,[13.44093229]
0.9769999999999964,[16.80854184]
0.9849999999999964,[17.91910616]
0.9929999999999963,[17.32018403]
1.0009999999999963,[15.2624965]
1.0089999999999963,[12.27626943]
1.0169999999999964,[9.90348519]
1.0249999999999964,[8.49956157]
1.0329999999999964,[7.68816246]
1.0409999999999964,[6.42362616]
1.0489999999999964,[5.14951815]
1.0569999999999964,[4.48122241]
1.0649999999999964,[5.51736151]
1.0729999999999964,[7.71673252]
1.0809999999999964,[9.28033298]
1.0889999999999964,[11.24916632]
1.0969999999999964,[12.04787866]
1.1049999999999964,[11.44211402]
1.1129999999999964,[11.30769606]
1.1209999999999964,[11.34461436]
1.1289999999999965,[10.43838133]
1.1369999999999965,[8.8747831]
1.1449999999999965,[8.36218839]
1.1529999999999965,[9.12569612]
1.1609999999999965,[9.31680782]
1.1689999999999965,[9.38551991]
1.1769999999999965,[10.15677832]
1.1849999999999965,[12.90479645]
1.1929999999999963,[15.83059786]
1.2009999999999963,[17.30420093]
1.2089999999999963,[17.74573432]
1.2169999999999963,[17.20557258]
1.2249999999999963,[15.54899739]
1.2329999999999963,[14.07824811]
1.2409999999999963,[13.53740731]
