time,frequency
0.01999999999999968,0.0
0.02999999999999968,0.0
0.03999999999999968,0.0
0.049999999999999684,0.0
0.05999999999999968,0.0
0.06999999999999969,0.0
0.07999999999999968,0.0
0.08999999999999969,0.0
0.09999999999999969,0.0
0.10999999999999968,0.0
0.11999999999999969,0.0
0.12999999999999967,0.0
0.13999999999999968,0.0
0.1499999999999997,0.0
0.1599999999999997,0.0
0.16999999999999968,0.0
0.1799999999999997,0.0
0.1899999999999997,0.0
0.19999999999999968,0.0
0.2099999999999997,0.0
0.2199999999999997,0.0
0.22999999999999968,0.0
0.23999999999999969,0.0
0.2499999999999997,0.0
0.2599999999999997,0.0
0.2699999999999997,0.0
0.2799999999999997,0.0
0.2899999999999997,0.0
0.2999999999999997,0.0
0.30999999999999966,0.0
0.3199999999999997,0.0
0.3299999999999997,0.0
0.3399999999999997,0.0
0.3499999999999997,0.0
0.3599999999999997,0.0
0.3699999999999997,0.0
0.37999999999999967,0.0
0.3899999999999997,0.0
0.3999999999999997,0.0
0.4099999999999997,0.0
0.4199999999999997,0.0
0.4299999999999997,0.0
0.43999999999999967,0.0
0.4499999999999997,0.0
0.4599999999999997,0.0
0.4699999999999997,0.0
0.4799999999999997,0.0
0.4899999999999997,0.0
0.49999999999999967,0.0
0.5099999999999997,0.0
0.5199999999999997,0.0
0.5299999999999997,0.0
0.5399999999999997,0.0
0.5499999999999997,0.0
0.5599999999999997,0.0
0.5699999999999997,0.0
0.5799999999999997,0.0
0.5899999999999997,0.0
0.5999999999999996,0.0
0.6099999999999997,0.0
0.6199999999999997,0.0
0.6299999999999997,0.0
0.6399999999999997,0.0
0.6499999999999997,0.0
0.6599999999999997,0.0
0.6699999999999997,0.0
0.6799999999999997,0.0
0.6899999999999997,0.0
0.6999999999999997,0.0
0.7099999999999997,0.0
0.7199999999999998,0.0
0.7299999999999996,0.0
0.7399999999999997,0.0
0.7499999999999997,0.0
0.7599999999999997,0.0
0.7699999999999997,0.0
0.7799999999999997,0.0
0.7899999999999997,0.0
0.7999999999999997,0.0
0.8099999999999997,0.0
0.8199999999999997,0.0
0.8299999999999997,0.0
0.8399999999999997,0.0
0.8499999999999998,0.0
0.8599999999999997,0.0
0.8699999999999997,0.0
0.8799999999999997,0.0
0.8899999999999997,0.0
0.8999999999999997,0.0
0.9099999999999997,0.0
0.9199999999999997,0.0
0.9299999999999997,0.0
0.9399999999999997,0.0
0.9499999999999997,0.0
0.9599999999999997,0.0
0.9699999999999998,0.0
0.9799999999999996,0.0
0.9899999999999997,0.0
0.9999999999999997,0.0
1.0099999999999996,0.0
1.0199999999999996,0.0
1.0299999999999996,0.0
1.0399999999999996,0.0
1.0499999999999996,0.0
1.0599999999999996,0.0
1.0699999999999996,0.0
1.0799999999999996,0.0
1.0899999999999996,0.0
1.0999999999999996,0.0
1.1099999999999997,0.0
1.1199999999999997,0.0
1.1299999999999997,0.0
1.1399999999999997,0.0
1.1499999999999997,0.0
1.1599999999999997,0.0
1.1699999999999997,0.0
1.1799999999999995,0.0
1.1899999999999995,0.0
1.1999999999999995,0.0
1.2099999999999995,0.0
1.2199999999999995,0.0
1.2299999999999995,0.0
1.2399999999999995,112.89900563865285
1.2499999999999996,114.30684344218312
1.2599999999999996,114.03782955111564
1.2699999999999996,114.55417292931453
1.2799999999999996,114.9573184512201
1.2899999999999996,119.15961298265054
1.2999999999999996,122.73494326147815
1.3099999999999996,125.28432783758137
1.3199999999999996,127.61267281875246
1.3299999999999996,129.03693921832715
1.3399999999999996,130.95801407986716
1.3499999999999996,131.13639130248163
1.3599999999999997,130.1777860027421
1.3699999999999997,127.25248704939236
1.3799999999999997,125.94327267415036
1.3899999999999997,123.74346335220044
1.3999999999999997,122.18666898542001
1.4099999999999997,118.12120338912361
1.4199999999999997,114.65264527309355
1.4299999999999995,111.78980146598718
1.4399999999999995,108.72414931610966
1.4499999999999995,106.22604635245024
1.4599999999999995,103.0079032776334
1.4699999999999995,100.56652221982826
1.4799999999999995,98.87046152226304
1.4899999999999995,97.5691130664251
1.4999999999999996,96.55397417193767
1.5099999999999996,95.80184790825146
1.5199999999999996,92.62685563636649
1.5299999999999996,94.01599401989189
1.5399999999999996,93.98005353059507
1.5499999999999996,92.57888443676937
1.5599999999999996,96.44467113916173
1.5699999999999996,96.25003741710697
1.5799999999999996,0.0
1.5899999999999996,0.0
1.5999999999999996,0.0
1.6099999999999997,0.0
1.6199999999999997,0.0
1.6299999999999997,0.0
1.6399999999999997,0.0
1.6499999999999997,0.0
1.6599999999999997,0.0
1.6699999999999997,0.0
1.6799999999999997,0.0
1.6899999999999995,0.0
1.6999999999999995,0.0
1.7099999999999995,0.0
1.7199999999999995,0.0
1.7299999999999995,0.0
1.7399999999999995,0.0
1.7499999999999996,0.0
1.7599999999999996,0.0
1.7699999999999996,0.0
1.7799999999999996,0.0
1.7899999999999996,0.0
1.7999999999999996,0.0
1.8099999999999996,0.0
1.8199999999999996,0.0
1.8299999999999996,0.0
1.8399999999999996,0.0
1.8499999999999996,0.0
1.8599999999999997,0.0
1.8699999999999997,0.0
1.8799999999999997,0.0
1.8899999999999997,0.0
1.8999999999999997,0.0
1.9099999999999997,0.0
1.9199999999999997,0.0
1.9299999999999997,0.0
1.9399999999999995,0.0
1.9499999999999995,0.0
1.9599999999999995,0.0
1.9699999999999995,0.0
1.9799999999999995,0.0
1.9899999999999995,0.0
1.9999999999999996,0.0
2.01,0.0
2.0199999999999996,0.0
2.03,0.0
2.0399999999999996,0.0
2.05,0.0
2.0599999999999996,0.0
2.0699999999999994,0.0
2.0799999999999996,0.0
2.0899999999999994,0.0
2.0999999999999996,0.0
2.1099999999999994,0.0
2.1199999999999997,0.0
2.1299999999999994,0.0
2.1399999999999997,0.0
2.1499999999999995,0.0
2.1599999999999997,0.0
2.1699999999999995,0.0
2.1799999999999997,0.0
2.1899999999999995,0.0
2.1999999999999997,0.0
2.2099999999999995,0.0
2.2199999999999998,0.0
2.2299999999999995,0.0
2.2399999999999998,0.0
2.2499999999999996,0.0
2.26,0.0
2.2699999999999996,0.0
2.28,0.0
2.2899999999999996,0.0
2.3,0.0
2.3099999999999996,0.0
2.32,0.0
2.3299999999999996,0.0
2.3399999999999994,0.0
2.3499999999999996,0.0
2.3599999999999994,110.07135092415892
2.3699999999999997,109.50775328609343
2.3799999999999994,109.02669897366687
2.3899999999999997,110.37905639491593
2.3999999999999995,111.96760781050367
2.4099999999999997,116.82020776125376
2.4199999999999995,119.07141666930698
2.4299999999999997,122.81393481958497
2.4399999999999995,125.23613507828524
2.4499999999999997,125.23941038397392
2.4599999999999995,120.84357785542893
2.4699999999999998,121.18510931187497
2.4799999999999995,121.04895468710454
2.4899999999999998,120.6235383793425
2.4999999999999996,115.9116152232371
2.51,111.49956963135996
2.5199999999999996,107.33087762367312
2.53,106.21166074903743
2.5399999999999996,102.9330968838869
2.55,123.43224226950302
2.5599999999999996,116.69692734727116
2.57,114.83041028350054
2.5799999999999996,108.61833825585597
2.5899999999999994,104.9811773899574
2.5999999999999996,107.06578794531583
2.6099999999999994,0.0
2.6199999999999997,0.0
2.6299999999999994,75.55221978702873
2.6399999999999997,77.19225455710627
2.6499999999999995,77.73571543166857
2.6599999999999997,76.3699212270819
2.6699999999999995,0.0
2.6799999999999997,0.0
2.6899999999999995,0.0
2.6999999999999997,0.0
2.7099999999999995,0.0
2.7199999999999998,0.0
2.7299999999999995,0.0
2.7399999999999998,0.0
2.7499999999999996,0.0
2.76,0.0
2.7699999999999996,0.0
2.78,0.0
2.7899999999999996,0.0
2.8,0.0
2.8099999999999996,0.0
2.82,0.0
2.8299999999999996,0.0
2.8399999999999994,0.0
2.8499999999999996,0.0
2.8599999999999994,0.0
2.8699999999999997,0.0
2.8799999999999994,0.0
2.8899999999999997,0.0
2.8999999999999995,0.0
2.9099999999999997,0.0
2.9199999999999995,0.0
2.9299999999999997,0.0
2.9399999999999995,0.0
2.9499999999999997,0.0
2.9599999999999995,0.0
2.9699999999999998,0.0
2.9799999999999995,0.0
2.9899999999999998,0.0
2.9999999999999996,0.0
3.01,0.0
3.0199999999999996,0.0
3.03,0.0
3.0399999999999996,0.0
3.05,0.0
3.0599999999999996,0.0
3.07,0.0
3.0799999999999996,0.0
3.09,0.0
3.0999999999999996,0.0
3.1099999999999994,0.0
3.1199999999999997,0.0
3.1299999999999994,0.0
3.1399999999999997,0.0
3.1499999999999995,0.0
3.1599999999999997,0.0
3.1699999999999995,0.0
3.1799999999999997,0.0
3.1899999999999995,0.0
3.1999999999999997,0.0
3.2099999999999995,0.0
3.2199999999999998,0.0
3.2299999999999995,0.0
3.2399999999999998,0.0
3.2499999999999996,0.0
3.26,0.0
3.2699999999999996,0.0
3.28,0.0
3.2899999999999996,0.0
3.3,0.0
3.3099999999999996,0.0
3.32,0.0
3.3299999999999996,0.0
3.34,0.0
3.3499999999999996,0.0
3.3599999999999994,0.0
3.3699999999999997,0.0
3.3799999999999994,0.0
3.3899999999999997,0.0
3.3999999999999995,0.0
3.4099999999999997,0.0
3.4199999999999995,0.0
3.4299999999999997,0.0
3.4399999999999995,0.0
3.4499999999999997,0.0
3.4599999999999995,0.0
3.4699999999999998,0.0
3.4799999999999995,0.0
3.4899999999999998,0.0
3.4999999999999996,0.0
3.51,0.0
3.5199999999999996,0.0
3.53,106.15548935893975
3.5399999999999996,106.54682945825978
3.55,107.26018533029621
3.5599999999999996,108.92397084154456
3.57,109.35560700087285
3.5799999999999996,110.04188976815531
3.59,109.01973974272147
3.5999999999999996,106.78162628785354
3.6099999999999994,104.8286367779914
3.6199999999999997,103.23475113374353
3.6299999999999994,105.94165650229009
3.6399999999999997,110.07129209930791
3.6499999999999995,109.34899522147421
3.6599999999999997,108.10514072109552
3.6699999999999995,105.657402282258
3.6799999999999997,102.98360636859134
